tweet_longitude,tweet_latitude,timestamp,status,phrase
121.0451108,14.5362004,2019-02-10 14:33:10,"VIP’s clients, Tortoise and Franklin, seeing the vet for eye problem.  👁🧐#notsickduetooldage 🐢 @ Vets In Practice A… https://t.co/ynvkwV6O6H",problem
9.09804053,48.60842896,2019-02-10 11:24:25,Please watch Green Book! What a great movie! @realmahershala  and Viggo Mortensen are so good together!,book
-97.03397949,36.71606044,2019-02-10 12:55:50,"I got this awesome book for my birthday (thanks Kelly!),book
I just finished it yesterday. It’s a long read- but so good… https://t.co/fLBeZ2BFQH",book
-78.70441,33.811,2019-02-10 13:22:32,"Book Your Myrtle Beach Wedding Today!,book
https://t.co/zeYm8DnyI6 ,book
843-457-7535,book
,book
#beach #wedding #beachwedding… https://t.co/MuIE9n9hUy",book
-79.46097,44.05772,2019-02-10 13:55:41,Try our chocolate body scrub and chocolate pedicure this month only! Book online or give us a call (905) 895-7777… https://t.co/WG7I0sjene,book
7.91666667,45.25,2019-02-10 15:13:10,"E niente. Domani c’è il review party. Vi aspetto sul blog! ,book
#libridaleggere #libri #reading #librichepassione #book… https://t.co/UhyLklNy4l",book
-118.3263155,34.10153254,2019-02-10 07:54:52,"I'm at Wood &amp; Vine - @woodandvine in Hollywood, CA https://t.co/2uVOnGgXAW",wood
139.72267641,35.65017745,2019-02-10 14:37:44,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,wood
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,wood
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,wood
#table #decoration #indoors #old #luxury #candle #wood #furniture… https://t.co/1wKonMHlPc",wood
-78.8988898,35.972674,2019-02-10 16:03:56,Gotta keep your head up.... oooooooh child.... 🎶 @ North Carolina Central University https://t.co/lQaYw61dF8,head
116.60609467,40.07571952,2019-02-10 06:23:31,"With the Chinese New Year, spring arrives too! Although it is still petty cold here in Beijing (often below 0°C) ac… https://t.co/rzOWdsMFhy",year
120.33812284,16.703163,2019-02-10 08:58:44,"*will upload before it becomes a late upload for a year 😂* ,year
,year
Smell the sea, and feel the sky; let your soul and spi… https://t.co/fvD755l0P8",year
2.55063,41.5801,2019-02-10 09:40:52,"Individuality FTW! 😂,year
,year
Here is my #artvsartist2019, didn't do it last year, so, I might as well get on the trend tra… https://t.co/3k9AW1xLNL",year
-71.1505723,42.28657566,2019-02-10 10:10:21,The 100th year Anniversary of the Boston Police Strike of 1919 is upon us. I dug up this press clipping from my Mom… https://t.co/GDeyAeJ8Sj,year
120.33812284,16.703163,2019-02-10 10:15:09,"*will upload before it becomes a late upload for a year 😂* ,year
,year
•March 3, 2018•,year
ELYU (Camp Avenue) escapade.,year
,year
#elyu… https://t.co/ZjxKt41vvo",year
-0.12731805,51.50711486,2019-02-10 10:18:16,"So excited to be supporting @_GenSuccess at three of their fantastic #events this year! ""GENERATION #SUCCESS IS AN… https://t.co/GxGu27foOW",year
-2.2463,53.4793,2019-02-10 11:40:00,"Happy Chinese New Year! ,year
,year
#manchester #china #newyear #culture #instagood #instalife #lifeisgood #peaceandlove… https://t.co/kJOmMHjidN",year
153.143098,-27.075481,2019-02-10 12:06:35,That's it for the @RegionalTouring for @JimmyBarnes this year. What a killer run of shows across Australia and NZ.… https://t.co/2VyMHCIN6R,year
27.98854,-26.09296,2019-02-10 12:40:58,My 12 year old’s cover of Baninzi by @thesoilmusic #youngtalent #music #musicsensation #southafricagottalent… https://t.co/oNagIQQfvK,year
-87.3637133,12.65910964,2019-02-10 13:40:36,#GraciousLivingOasis SelfCare Center is for anyone &amp; everyone! We meet your needs where you are at. Last year Melin… https://t.co/nJZpVmTXeS,year
-2.97704117,53.39952539,2019-02-10 14:31:38,"Chinese New Year 🧧 blessings #cny #2019 #pig #chinesenewyear @ Chinatown, Liverpool https://t.co/Z9LYavZMRI",year
-93.36022162,37.14797851,2019-02-10 15:08:40,It's been nearly a year since I've served a Sunday at this venue! Lyrics Op! West Youth! #jrclife #jrcworship… https://t.co/6VLsPSoUZ7,year
-80.05695242,26.7081899,2019-02-10 15:16:58,"We have begun the process of preparing for our 10 year Anniversary and asking Alumni, family, friends and fans to t… https://t.co/0pXLHOEJyv",year
-1.8962538,52.47468921,2019-02-10 15:53:31,Kung Hei Fat Choy! Fantastic Chinese New Year Celebrations in Birmingham #yearofthepig #2019 @ The Arcadian - Birmi… https://t.co/1JL27xMLBJ,year
101.70632,3.1542501,2019-02-10 06:10:07,"For once we decided to break our boring monotonous weekends. Hope you love it my love. (@ Shangri-La Hotel, Kuala L… https://t.co/8jSiaCrISe",love
72.1459,21.77006,2019-02-10 06:20:48,#tripleoneanimation #teddybear #happy #happyteddyday #aftereffects #love #couplesgoals #romanticcouples #romance… https://t.co/y7C14VYxdi,love
-75.16559583,39.9542158,2019-02-10 06:21:58,#Love ❤️ #Philadelphia 📷 by adrieljordan @ LOVE Park https://t.co/6ihnJCoqQj,love
121.07542186,14.65143727,2019-02-10 07:21:14,Birthday lunch! We love you mommy! 😘 @ The Alley by Vikings https://t.co/7OX2CPKFJ0,love
82.9945,25.3301,2019-02-10 08:07:44,"The beauty of a woman must be seen from in her eyes, because that is the doorway to her heart, the place where love… https://t.co/Gd1XFbsJgB",love
134.5407,34.98712,2019-02-10 08:14:05,HAPPY BIRTHDAY to one of the MOST FUNNY and ENTERTAINING people I know ❤️❤️ I love you so much and may being #23 ma… https://t.co/wksuuusrTq,love
-113.98505671,53.53546143,2019-02-10 08:37:12,@ThomsonCam I love Drai and I hate Drai.  Arnott part 2,love
9.07444874,45.52142618,2019-02-10 09:04:28,Let's go! Rossella-bresciani-makeupando #love #beauty #cool #success for #makeupando #loveislove #makeupartist… https://t.co/GaV0iQu2GA,love
-3.9428,51.6247,2019-02-10 09:34:14,"❤️👌🏻#kindness #love #happy #forgiveness @ Swansea, United Kingdom https://t.co/16tmox2Ato",love
120.967,15.4869,2019-02-10 09:59:16,"Lose all worry, doubt and fear!,love
With You, I will be safe. Thank You God for Your love and promises.🙏🏻🥰❤️,love
.,love
Happy 7t… https://t.co/WIISnDCh8I",love
-112.07060784,33.45241061,2019-02-10 10:02:52,"I have never fallen in love with a man b4, or even been sexually attracted to one b4! But she's not (like) any man!… https://t.co/exLYB6CAqA",love
151.79,-32.9277,2019-02-10 10:22:08,"Having a view from up here and always smile ..  😘🌈✌! 🔥🔥,love
,love
#selfie #selfienation #selfies #blackeyedevsselfie #love… https://t.co/UhGRHJtggG",love
-8.29083333,41.445,2019-02-10 11:28:55,"Feed Your Focus 😎,love
.,love
.,love
.,love
.,love
#focus #love #live #instagood #photooftheday #picoftheday #fashion #happy #me #portugal… https://t.co/he4hyvhNfE",love
1.20569239,52.66409966,2019-02-10 12:05:38,I’m really looking forward to some Love Sausage on Thursday. @ Costessey https://t.co/A6hIghJE9m,love
33.2667,35.2875,2019-02-10 12:18:09,#ağırdağ #hike #hikingtrail #hiking #nature #love #doğa #cyprus #mountains #pictureofday #healthy #amazing #style… https://t.co/28TXDOcKc7,love
2.48483,41.56994,2019-02-10 12:21:32,"[ Sunday 👱🏼‍♂️🐶],love
.,love
.,love
.,love
.,love
.,love
.,love
.,love
.,love
.,love
.,love
.,love
#love #gayboy #tweegram #photooftheday #20likes #amazing #smile… https://t.co/Q2SFLWk0P0",love
7.82150185,44.3900762,2019-02-10 12:25:13,Scamone in preparazione #meat #vitello #scamone#sangue#blood#photooftheday #style #love #lunch #yummy #foodporn… https://t.co/TkPOoJNAOA,love
-4.779876,37.8790155,2019-02-10 12:32:38,Love!!! P❤️Ss en Mezquita-Catedral de Córdoba https://t.co/7di74K1NlO,love
